function_name,file,line_number,return_type,category,subcategory,fuzzing_priority,complexity,is_public_api,is_static,description,full_signature, fuzzed
sqlite3BtreeTransferRow,btree.c,9688,int,B-Tree,Index Management,Critical,High,True,False,Index Management function in B-Tree subsystem,"int sqlite3BtreeTransferRow(BtCursor *pDest, BtCursor *pSrc, i64 iKey){", False
sqlite3BtreeTripAllCursors,btree.c,4443,int,B-Tree,Index Management,Critical,High,True,False,Index Management function in B-Tree subsystem,"int sqlite3BtreeTripAllCursors(Btree *pBtree, int errCode, int writeOnly){", False
sqlite3BtreeTxnState,btree.c,11282,int,B-Tree,Index Management,Critical,Medium,True,False,Index Management function in B-Tree subsystem,int sqlite3BtreeTxnState(Btree *p){, False
sqlite3BtreeUpdateMeta,btree.c,10433,int,B-Tree,Index Management,Critical,High,True,False,Index Management function in B-Tree subsystem,"int sqlite3BtreeUpdateMeta(Btree *p, int idx, u32 iMeta){", False
sqlite3HeaderSizeBtree,btree.c,11514,int,B-Tree,Index Management,Critical,High,True,False,Index Management function in B-Tree subsystem,int sqlite3HeaderSizeBtree(void){ return ROUND8(sizeof(MemPage)); }, False
sqlite3PagerFilename,btree.c,11262,return,B-Tree,Index Management,Critical,Medium,True,False,Index Management function in B-Tree subsystem,"return sqlite3PagerFilename(p->pBt->pPager, 1);", False
sqlite3PagerJournalname,btree.c,11275,return,B-Tree,Index Management,Critical,High,True,False,Index Management function in B-Tree subsystem,return sqlite3PagerJournalname(p->pBt->pPager);, False
sqlite3PagerOpenSavepoint,btree.c,3794,return,B-Tree,Database Connection,Critical,High,True,False,Database Connection function in B-Tree subsystem,"return sqlite3PagerOpenSavepoint(pBt->pPager, p->db->nSavepoint);", False
unlockBtreeIfUnused,btree.c,3489,void,B-Tree,Index Management,Critical,Medium,False,True,Index Management function in B-Tree subsystem,static void unlockBtreeIfUnused(BtShared *pBt){, False
zeroPage,btree.c,2267,void,B-Tree,Index Management,Critical,Low,False,True,Index Management function in B-Tree subsystem,"static void zeroPage(MemPage *pPage, int flags){", False
lockBtreeMutex,btmutex.c,27,void,Concurrency,Mutex Operations,Critical,Low,False,True,Mutex Operations function in Concurrency subsystem,static void lockBtreeMutex(Btree *p){, False
sqlite3BtreeEnter,btmutex.c,71,void,Concurrency,Mutex Operations,Critical,Medium,True,False,Mutex Operations function in Concurrency subsystem,void sqlite3BtreeEnter(Btree *p){, False
sqlite3BtreeEnter,btmutex.c,277,void,Concurrency,Mutex Operations,Critical,Medium,True,False,Mutex Operations function in Concurrency subsystem,void sqlite3BtreeEnter(Btree *p){, False
sqlite3BtreeEnterAll,btmutex.c,200,void,Concurrency,Mutex Operations,Critical,Medium,True,False,Mutex Operations function in Concurrency subsystem,void sqlite3BtreeEnterAll(sqlite3 *db){, False
sqlite3BtreeEnterAll,btmutex.c,280,void,Concurrency,Mutex Operations,Critical,Medium,True,False,Mutex Operations function in Concurrency subsystem,void sqlite3BtreeEnterAll(sqlite3 *db){, False
sqlite3BtreeEnterCursor,btmutex.c,299,void,Concurrency,Mutex Operations,Critical,High,True,False,Mutex Operations function in Concurrency subsystem,void sqlite3BtreeEnterCursor(BtCursor *pCur){, False
sqlite3BtreeHoldsAllMutexes,btmutex.c,223,int,Concurrency,Mutex Operations,Critical,High,True,False,Mutex Operations function in Concurrency subsystem,int sqlite3BtreeHoldsAllMutexes(sqlite3 *db){, False
sqlite3BtreeHoldsMutex,btmutex.c,161,int,Concurrency,Mutex Operations,Critical,High,True,False,Mutex Operations function in Concurrency subsystem,int sqlite3BtreeHoldsMutex(Btree *p){, False
sqlite3BtreeLeave,btmutex.c,143,void,Concurrency,Mutex Operations,Critical,Medium,True,False,Mutex Operations function in Concurrency subsystem,void sqlite3BtreeLeave(Btree *p){, False
sqlite3BtreeLeaveAll,btmutex.c,212,void,Concurrency,Mutex Operations,Critical,Medium,True,False,Mutex Operations function in Concurrency subsystem,void sqlite3BtreeLeaveAll(sqlite3 *db){, False
sqlite3BtreeLeaveCursor,btmutex.c,303,void,Concurrency,Mutex Operations,Critical,High,True,False,Mutex Operations function in Concurrency subsystem,void sqlite3BtreeLeaveCursor(BtCursor *pCur){, False
getLockingMode,pragma.c,110,int,Configuration,PRAGMA Commands,Critical,Low,False,True,PRAGMA Commands function in Configuration subsystem,static int getLockingMode(const char *z){, False
setAllPagerFlags,pragma.c,241,void,Configuration,PRAGMA Commands,Critical,Medium,False,True,PRAGMA Commands function in Configuration subsystem,static void setAllPagerFlags(sqlite3 *db){, False
jsonParseFree,json.c,405,void,Extension,JSON Functions,Critical,Low,False,True,JSON Functions function in Extension subsystem,static void jsonParseFree(JsonParse*);, False
jsonParseFree,json.c,911,void,Extension,JSON Functions,Critical,Low,False,True,JSON Functions function in Extension subsystem,static void jsonParseFree(JsonParse *pParse){, False
jsonParseFunc,json.c,3853,void,Extension,JSON Functions,Critical,Low,False,True,JSON Functions function in Extension subsystem,static void jsonParseFunc(, False
jsonParseReset,json.c,891,void,Extension,JSON Functions,Critical,Low,False,True,JSON Functions function in Extension subsystem,static void jsonParseReset(JsonParse *pParse){, False
jsonReturnParse,json.c,403,void,Extension,JSON Functions,Critical,Low,False,True,JSON Functions function in Extension subsystem,"static void jsonReturnParse(sqlite3_context*,JsonParse*);", False
jsonReturnParse,json.c,3701,void,Extension,JSON Functions,Critical,Low,False,True,JSON Functions function in Extension subsystem,static void jsonReturnParse(, False
jsonShowParse,json.c,3826,void,Extension,JSON Functions,Critical,Low,False,True,JSON Functions function in Extension subsystem,static void jsonShowParse(JsonParse *pParse){, False
transferParseError,trigger.c,1226,void,Feature,Trigger Processing,Critical,Medium,False,True,Trigger Processing function in Feature subsystem,"static void transferParseError(Parse *pTo, Parse *pFrom){", False
execSql,vacuum.c,32,int,Maintenance,Database Maintenance,Critical,Low,False,True,Database Maintenance function in Maintenance subsystem,"static int execSql(sqlite3 *db, char **pzErrMsg, const char *zSql){", False
execSqlF,vacuum.c,62,int,Maintenance,Database Maintenance,Critical,Low,False,True,Database Maintenance function in Maintenance subsystem,"static int execSqlF(sqlite3 *db, char **pzErrMsg, const char *zSql, ...){", False
dbMallocRawFinish,malloc.c,677,return,Memory,Memory Management,Critical,Medium,False,False,Memory Management function in Memory subsystem,"return dbMallocRawFinish(db, n);", False
dbMallocRawFinish,malloc.c,711,return,Memory,Memory Management,Critical,Medium,False,False,Memory Management function in Memory subsystem,"return dbMallocRawFinish(db, n);", False
lookasideMallocSize,malloc.c,369,int,Memory,Memory Management,Critical,Medium,False,True,Memory Management function in Memory subsystem,"static int lookasideMallocSize(sqlite3 *db, const void *p){", False
mallocWithAlarm,malloc.c,246,void,Memory,Memory Management,Critical,Low,False,True,Memory Management function in Memory subsystem,"static void mallocWithAlarm(int n, void **pp){", False
sqlite3DbFree,malloc.c,516,void,Memory,Memory Management,Critical,Low,True,False,Memory Management function in Memory subsystem,"void sqlite3DbFree(sqlite3 *db, void *p){", False
sqlite3DbFreeNN,malloc.c,440,void,Memory,Memory Management,Critical,Low,True,False,Memory Management function in Memory subsystem,"void sqlite3DbFreeNN(sqlite3 *db, void *p){", False
sqlite3DbMallocSize,malloc.c,376,int,Memory,Memory Management,Critical,Medium,True,False,Memory Management function in Memory subsystem,"int sqlite3DbMallocSize(sqlite3 *db, const void *p){", True
sqlite3DbNNFreeNN,malloc.c,479,void,Memory,Memory Management,Critical,Medium,True,False,Memory Management function in Memory subsystem,"void sqlite3DbNNFreeNN(sqlite3 *db, void *p){", False
sqlite3Malloc,malloc.c,347,return,Memory,Memory Management,Critical,Low,True,False,Memory Management function in Memory subsystem,return sqlite3Malloc(n);, False
sqlite3Malloc,malloc.c,530,return,Memory,Memory Management,Critical,Low,True,False,Memory Management function in Memory subsystem,return sqlite3Malloc(nBytes); /* IMP: R-04300-56712 */, False
sqlite3MallocAlarm,malloc.c,217,void,Memory,Memory Management,Critical,Medium,True,True,Memory Management function in Memory subsystem,static void sqlite3MallocAlarm(int nByte){, False
sqlite3MallocEnd,malloc.c,187,void,Memory,Memory Management,Critical,Medium,True,False,Memory Management function in Memory subsystem,void sqlite3MallocEnd(void){, False
sqlite3MallocInit,malloc.c,159,int,Memory,Memory Management,Critical,Medium,True,False,Memory Management function in Memory subsystem,int sqlite3MallocInit(void){, False
sqlite3MallocSize,malloc.c,365,int,Memory,Memory Management,Critical,Medium,True,False,Memory Management function in Memory subsystem,int sqlite3MallocSize(const void *p){, False
sqlite3MemFree,mem0.c,32,void,Memory,Memory Interface,Critical,Low,True,True,Memory Interface function in Memory subsystem,static void sqlite3MemFree(void *pPrior){ return; }, False
sqlite3_free,malloc.c,412,void,Memory,Memory Management,Critical,Low,True,False,Memory Management function in Memory subsystem,void sqlite3_free(void *p){, False
sqlite3OsCheckReservedLock,os.c,116,int,OS,Operating System Interface,Critical,High,True,False,Operating System Interface function in OS subsystem,"int sqlite3OsCheckReservedLock(sqlite3_file *id, int *pResOut){", False
sqlite3OsCloseFree,os.c,333,void,OS,Database Connection,Critical,Medium,True,False,Database Connection function in OS subsystem,void sqlite3OsCloseFree(sqlite3_file *pFile){, False
sqlite3OsLock,os.c,107,int,OS,Operating System Interface,Critical,Low,True,False,Operating System Interface function in OS subsystem,"int sqlite3OsLock(sqlite3_file *id, int lockType){", False
sqlite3OsOpenMalloc,os.c,308,int,OS,Database Connection,Critical,Medium,True,False,Database Connection function in OS subsystem,int sqlite3OsOpenMalloc(, False
sqlite3OsShmLock,os.c,170,int,OS,Operating System Interface,Critical,Medium,True,False,Operating System Interface function in OS subsystem,"int sqlite3OsShmLock(sqlite3_file *id, int offset, int n, int flags){", False
sqlite3OsUnlock,os.c,112,int,OS,Operating System Interface,Critical,Low,True,False,Operating System Interface function in OS subsystem,"int sqlite3OsUnlock(sqlite3_file *id, int lockType){", False
analyzeVdbeCommentIndexWithColumnName,analyze.c,952,void,Optimization,Statistics Analysis,Critical,High,False,True,Statistics Analysis function in Optimization subsystem,static void analyzeVdbeCommentIndexWithColumnName(, False
DbCommitHandler,tclsqlite.c,825,int,Other,Unknown,Critical,Low,False,True,Unknown function in Other subsystem,static int DbCommitHandler(void *cd){, False
DbRollbackHandler,tclsqlite.c,836,void,Other,Unknown,Critical,Medium,False,True,Unknown function in Other subsystem,static void DbRollbackHandler(void *clientData){, False
DbUnlockNotify,tclsqlite.c,887,void,Other,Unknown,Critical,Low,False,True,Unknown function in Other subsystem,"static void DbUnlockNotify(void **apArg, int nArg){", False
SqliteSuperlock_Init,test_superlock.c,352,int,Other,Unknown,Critical,Medium,False,False,Unknown function in Other subsystem,int SqliteSuperlock_Init(Tcl_Interp *interp){, False
Sqlitetest_malloc_Init,test_malloc.c,1467,int,Other,Unknown,Critical,High,False,False,Unknown function in Other subsystem,int Sqlitetest_malloc_Init(Tcl_Interp *interp){, False
Sqlitetestbackup_Init,test_backup.c,147,int,Other,Unknown,Critical,High,False,False,Unknown function in Other subsystem,int Sqlitetestbackup_Init(Tcl_Interp *interp){, False
Sqlitetestvdbecov_Init,test_vdbecov.c,109,int,Other,Unknown,Critical,High,False,False,Unknown function in Other subsystem,int Sqlitetestvdbecov_Init(Tcl_Interp *interp){, False
addToBlockedList,notify.c,98,void,Other,Unknown,Critical,Medium,False,True,Unknown function in Other subsystem,static void addToBlockedList(sqlite3 *db){, False
afpCheckReservedLock,os_unix.c,3025,int,Other,Unknown,Critical,Medium,False,True,Unknown function in Other subsystem,"static int afpCheckReservedLock(sqlite3_file *id, int *pResOut){", False
afpLock,os_unix.c,3094,int,Other,Unknown,Critical,Low,False,True,Unknown function in Other subsystem,"static int afpLock(sqlite3_file *id, int eFileLock){", False
afpSetLock,os_unix.c,2979,int,Other,Unknown,Critical,Low,False,True,Unknown function in Other subsystem,static int afpSetLock(, False
afpUnlock,os_unix.c,3276,int,Other,Unknown,Critical,Low,False,True,Unknown function in Other subsystem,"static int afpUnlock(sqlite3_file *id, int eFileLock) {", False
assertLockingArrayOk,os_unix.c,5196,int,Other,Unknown,Critical,Medium,False,True,Unknown function in Other subsystem,static int assertLockingArrayOk(unixShmNode *pShmNode){, False
cfCheckReservedLock,test6.c,516,int,Other,Unknown,Critical,Medium,False,True,Unknown function in Other subsystem,"static int cfCheckReservedLock(sqlite3_file *pFile, int *pResOut){", False
cfLock,test6.c,510,int,Other,Unknown,Critical,Low,False,True,Unknown function in Other subsystem,"static int cfLock(sqlite3_file *pFile, int eLock){", False
cfShmLock,test6.c,548,int,Other,Unknown,Critical,Low,False,True,Unknown function in Other subsystem,"static int cfShmLock(sqlite3_file *pFile, int ofst, int n, int flags){", False
cfUnlock,test6.c,513,int,Other,Unknown,Critical,Low,False,True,Unknown function in Other subsystem,"static int cfUnlock(sqlite3_file *pFile, int eLock){", False
chacha_block,random.c,39,void,Other,Unknown,Critical,Low,False,True,Unknown function in Other subsystem,"static void chacha_block(u32 *out, const u32 *in){", False
checkMutexFree,mutex.c,131,void,Other,Unknown,Critical,Low,False,True,Unknown function in Other subsystem,static void checkMutexFree(sqlite3_mutex *p){, False
corruptSchema,prepare.c,22,void,Other,Unknown,Critical,Low,False,True,Unknown function in Other subsystem,static void corruptSchema(, False
counterMutexFree,test_mutex.c,113,void,Other,Unknown,Critical,Medium,False,True,Unknown function in Other subsystem,static void counterMutexFree(sqlite3_mutex *p){, False
crash_free,test6.c,162,void,Other,Unknown,Critical,Low,False,True,Unknown function in Other subsystem,static void crash_free(void *p){, False
cube_context_free,test_rtree.c,368,void,Other,Unknown,Critical,Medium,False,True,Unknown function in Other subsystem,static void cube_context_free(void *p){, False
dbFreeStmt,tclsqlite.c,562,void,Other,Unknown,Critical,Low,False,True,Unknown function in Other subsystem,static void dbFreeStmt(SqlPreparedStmt *pStmt){, False
dbpageBegin,dbpage.c,435,int,Other,Unknown,Critical,Low,False,True,Unknown function in Other subsystem,static int dbpageBegin(sqlite3_vtab *pVtab){, False
dbpageBeginTrans,dbpage.c,328,int,Other,Unknown,Critical,Medium,False,True,Unknown function in Other subsystem,static int dbpageBeginTrans(DbpageTable *pTab){, False
dbpageBestIndex,dbpage.c,122,int,Other,Unknown,Critical,Low,False,True,Unknown function in Other subsystem,"static int dbpageBestIndex(sqlite3_vtab *tab, sqlite3_index_info *pIdxInfo){", False
dbpageClose,dbpage.c,197,int,Other,Unknown,Critical,Low,False,True,Unknown function in Other subsystem,static int dbpageClose(sqlite3_vtab_cursor *pCursor){, False
